C.D.S.  -  SIMBAD4 rel 1.8  -  2023.05.23CEST06:17:40

Vmag< 11&dec >=0&rah >=17.5&rah< 17.75
--------------------------------------

Number of objects : 4781

 #  |                              identifier                              |              typ              |       coord1 (ICRS,J2000/2000)        |      coord4 (Gal,J2000/2000)      |        pm        |  Mag V  |  spec. type   |   ang. size   
----|----------------------------------------------------------------------|-------------------------------|---------------------------------------|-----------------------------------|------------------|---------|---------------|---------------
2219|TYC 1002-2309-1                                                       |High Proper Motion Star        |17 44 57.5593176600 +12 24 41.772356676|036.8391399669319 +20.2800172309913|  -71.025 7.757   |10.51    |~              |    ~     ~    
2220|TYC 1005-25-1                                                         |Star                           |17 38 29.7167403528 +13 40 24.535739964|037.3768253152095 +22.2344059799535|   0.883 -8.709   |10.43    |~              |    ~     ~    
2221|TYC 1005-63-1                                                         |Star                           |17 40 47.8105899936 +13 24 29.034762732|037.3621147891276 +21.6153871095523|   2.629 -4.329   |10.30    |~              |    ~     ~    
2222|TYC 1005-67-1                                                         |Star                           |17 43 51.6584358432 +13 11 32.703467568|037.4797578481013 +20.8471244430996|   3.745 -1.652   |9.54     |~              |    ~     ~    
2223|TYC 1005-277-1                                                        |Star                           |17 43 49.3087984536 +13 19 29.313753024|037.6047028212310 +20.9102908065276|  -0.543 -3.211   |9.99     |~              |    ~     ~    
2224|TYC 1005-411-1                                                        |Star                           |17 38 32.1391900824 +13 17 21.641362728|037.0026218372562 +22.0684609834055| -2.317 -16.337   |10.55    |~              |    ~     ~    
2225|TYC 1005-453-1                                                        |Star                           |17 43 56.9232659784 +13 16 21.720605160|037.5674579010923 +20.8607143572688|  -2.811 -4.093   |10.76    |~              |    ~     ~    
2226|TYC 1005-565-1                                                        |Star                           |17 42 01.2338011416 +13 12 48.788473428|037.3028547987483 +21.2640686439148|  0.918 -47.573   |9.71     |~              |    ~     ~    
2227|TYC 1005-589-1                                                        |Star                           |17 44 01.3377007872 +13 12 17.941439196|037.5093130019339 +20.8165204343591|  1.231 -13.158   |9.53     |~              |    ~     ~    
2228|TYC 1005-647-1                                                        |Star                           |17 43 32.5710187224 +13 42 21.951909000|037.9474674521211 +21.1284806438637|    5.606 0.395   |10.37    |~              |    ~     ~    
2229|TYC 1005-677-1                                                        |Star                           |17 37 45.9208920216 +13 41 26.071723032|037.3156225057566 +22.4032949353999|  7.383 -13.541   |10.54    |~              |    ~     ~    
2230|TYC 1005-693-1                                                        |Star                           |17 42 05.4235527768 +13 33 13.123357416|037.6432851686636 +21.3881126673243|   -1.905 0.393   |10.31    |~              |    ~     ~    
2231|TYC 1005-745-1                                                        |Star                           |17 37 33.0355599168 +13 13 45.129942444|036.8373024326743 +22.2624534244737| -11.054 10.104   |10.03    |~              |    ~     ~    
2232|TYC 1005-863-1                                                        |Star                           |17 40 52.2721858992 +13 24 26.532226944|037.3694028987441 +21.5986069060252|   1.420 13.357   |10.53    |~              |    ~     ~    
2233|TYC 1005-1029-1                                                       |Star                           |17 38 03.472752 +13 51 03.90708        |037.505475857 +22.403697474        |     -5.5 -11.4   |10.889   |~              |    ~     ~    
2234|TYC 1005-1091-1                                                       |Star                           |17 40 59.7888552600 +13 51 35.679613680|037.8272778445594 +21.7556892020943|  -6.234 -1.020   |10.36    |~              |    ~     ~    
2235|TYC 1005-1287-1                                                       |Star                           |17 38 18.6434673216 +13 41 31.178731884|037.3753559668420 +22.2828879744050|  8.802 -14.901   |10.90    |~              |    ~     ~    
2236|TYC 1005-1313-1                                                       |Spectroscopic Binary           |17 43 58.3192148040 +13 43 38.021673252|038.0138140491974 +21.0420105913840| -30.355 -1.218   |10.71    |~              |    ~     ~    
2237|TYC 1005-1597-1                                                       |Star                           |17 39 08.6924427936 +13 49 27.907517640|037.5950829805275 +22.1517875113667|  -4.064 -6.753   |10.20    |~              |    ~     ~    
2238|TYC 1005-1641-1                                                       |Star                           |17 42 38.1548756736 +13 59 18.530053080|038.1277679679351 +21.4446762731704|  1.668 -12.336   |10.93    |~              |    ~     ~    
2239|TYC 1005-1653-1                                                       |Star                           |17 40 22.8519656640 +14 00 33.621849036|037.9089115750910 +21.9529224176960|   8.777 -7.537   |10.52    |~              |    ~     ~    
2240|TYC 1005-1725-1                                                       |Star                           |17 40 21.0779786664 +13 48 02.759590836|037.7003862605598 +21.8746416019716|    8.707 5.246   |10.38    |~              |    ~     ~    
2241|TYC 1005-1765-1                                                       |Star                           |17 43 42.0978627576 +13 38 46.640447412|037.9058853334174 +21.0688174829389|  -2.454 19.309   |10.90    |~              |    ~     ~    
2242|TYC 1005-2085-1                                                       |Star                           |17 40 21.2769466968 +13 46 18.439109472|037.6722241818801 +21.8620997342967|   -9.887 2.146   |9.86     |~              |    ~     ~    
2243|V* V2649 Oph                                                          |Long-Period Variable           |17 43 38.4720133056 +13 55 18.466355856|038.1690559282912 +21.1947634739207|   -5.352 3.513   |9.91     |M0             |    ~     ~    
2244|TYC 1001-1288-1                                                       |Star                           |17 43 12.2370401280 +12 26 08.816566920|036.6722311309109 +20.6797744224400|-19.545 -30.044   |10.92    |~              |    ~     ~    
2245|BD+16 3199                                                            |Star                           |17 30 12.7679517216 +16 40 26.792928408|039.5207091675977 +25.2587939095416|  -7.880 -4.439   |9.57     |K0             |    ~     ~    
2246|BD+16 3201                                                            |Spectroscopic Binary           |17 30 25.0112929320 +16 01 52.339899432|038.8870411638556 +24.9646760433698|  -1.885 18.771   |8.45     |K5             |    ~     ~    
2247|BD+16 3207                                                            |Star                           |17 31 46.4833219824 +16 10 55.462483668|039.1801008342503 +24.7230026854244|  -2.859 -9.189   |8.60     |K0             |    ~     ~    
